"SubjectID","ActivityName","AverageMeasurement"
24,"WALKING_UPSTAIRS",-0.0977283834744633
25,"LAYING",-0.364446754449772
25,"SITTING",-0.458313106108205
25,"STANDING",-0.459479711635203
25,"WALKING",-0.17389764967545
25,"WALKING_DOWNSTAIRS",-0.114858280513879
25,"WALKING_UPSTAIRS",-0.142431301889026
26,"LAYING",-0.464953843135746
26,"SITTING",-0.452817892007393
26,"STANDING",-0.458549252869437
26,"WALKING",-0.109185324698023
26,"WALKING_DOWNSTAIRS",0.00628923620670333
26,"WALKING_UPSTAIRS",-0.0833653276117879
27,"LAYING",-0.46673536575
27,"SITTING",-0.46218759308619
27,"STANDING",-0.459065596703333
27,"WALKING",-0.114285955191125
27,"WALKING_DOWNSTAIRS",9.09651488636362e-05
27,"WALKING_UPSTAIRS",-0.0831688913937908
28,"LAYING",-0.4533184291725
28,"SITTING",-0.452154341933009
28,"STANDING",-0.434101584696013
28,"WALKING",-0.0916634263966049
28,"WALKING_DOWNSTAIRS",0.0173679631278985
28,"WALKING_UPSTAIRS",-0.093709299888366
29,"LAYING",-0.466846511968599
29,"SITTING",-0.461982319595833
29,"STANDING",-0.465587738986923
29,"WALKING",-0.0599740183909748
29,"WALKING_DOWNSTAIRS",0.000301227185069444
29,"WALKING_UPSTAIRS",0.00135340890442177
30,"LAYING",-0.456613705917381
30,"SITTING",-0.451893410666398
30,"STANDING",-0.438454075080226
30,"WALKING",-0.0800378447167949
30,"WALKING_DOWNSTAIRS",-0.0227557832835215
30,"WALKING_UPSTAIRS",-0.0552469751223846
